feature_id,date,type,status,country,admin1,admin2,lat,lon,confirmed_cases,confirmed_deaths,suspected_cases,source_name,source_url,popup
drc_ituri,2026-05-31,affected_province,Affected province,DRC,Ituri,,1.95,29.95,264,,220,ECDC situation page,https://www.ecdc.europa.eu/en/ebola-outbreak-democratic-republic-congo-and-uganda,Ituri province: most affected province; ECDC reported 14 affected health zones.
drc_north_kivu,2026-05-31,affected_province,Affected province,DRC,North Kivu,,-0.55,29.25,15,,,ECDC situation page,https://www.ecdc.europa.eu/en/ebola-outbreak-democratic-republic-congo-and-uganda,North Kivu province: confirmed cases reported.
drc_south_kivu,2026-05-31,affected_province,Affected province,DRC,South Kivu,,-2.45,28.85,3,,,ECDC situation page,https://www.ecdc.europa.eu/en/ebola-outbreak-democratic-republic-congo-and-uganda,South Kivu province: confirmed cases reported.
hz_bunia,2026-05-27,affected_health_zone,Affected health zone,DRC,Ituri,Bunia,1.5667,30.25,37,,,WHO DON605,https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON605,Bunia health zone: confirmed cases in WHO DON605 seed dataset.
hz_rwampara,2026-05-27,affected_health_zone,Affected health zone,DRC,Ituri,Rwampara,1.36,30.14,33,,,WHO DON605,https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON605,Rwampara health zone: confirmed cases in WHO DON605 seed dataset.
hz_mongbwalu,2026-05-27,affected_health_zone,Affected health zone,DRC,Ituri,Mongbwalu,1.95,30.05,20,,,WHO DON605,https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON605,Mongbwalu health zone: confirmed cases in WHO DON605 seed dataset.
hz_nyankunde,2026-05-27,affected_health_zone,Affected health zone,DRC,Ituri,Nyankunde,1.41,30.05,10,,,WHO DON605,https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON605,Nyankunde health zone: confirmed cases in WHO DON605 seed dataset.
uga_kampala,2026-05-29,imported_case_city,City with imported cases,Uganda,Kampala,,0.3476,32.5825,8,1,,WHO DON605,https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON605,Kampala: imported cases reported in Uganda.
uga_wakiso,2026-05-29,imported_case_city,City with imported cases,Uganda,Wakiso,,0.4044,32.4594,1,,,WHO DON605,https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON605,Wakiso: confirmed case reported in seed dataset.
